movieID,movieTitle,genres,directorName,description,duration,actor_1_name,actor_2_name,actor_3_name,country,classificationRating,yearReleased,rantings,trailerLink,moviePicName,availability
Tetris2023,Tetris,Drama,Jon S. Baird,"The story of how one of the world's most popular video games found its way to players around the globe. Businessman Henk Rogers and Tetris inventor Alexey Pajitnov join forces in the USSR, risking it all to bring Tetris to the masses.",118,Taron Egerton,Mara Huf,Miles Barrow,USA,R-21,2023,7.4,https://www.youtube.com/watch?v=FE8yoLsJX_k,Tetris2023.png,0
TheBourneSupremacy2004,The Bourne Supremacy,Action,Paul Greengrass,"When he is falsely framed in a CIA operation, Jason Bourne is forced to return to his old ways as an assassin, in order to figure out why they are still after him.",108,Matt Damon,Brian Cox,Franka Potente,USA,PG-13,2004,7.7,https://www.youtube.com/watch?v=ohkW_xbPl9A,TheBourneSupremacy2004.png,0
TheBrothersGrimm2005,The Brothers Grimm,Fantasy,Terry Gilliam,"Brothers Jake and Will Grimm, who cheat people with tales of enchanted creatures and exorcisms, are put to the test when they encounter a real magical curse and must kill the evil queen to end it.",118,Matt Damon,Heath Ledger,Lena Headey,USA,PG-13,2005,5.9,https://www.youtube.com/watch?v=ohxNxVlk2GQ,TheBrothersGrimm2005.png,0
TheBossBaby2017,The Boss Baby,Family,Tom McGrath,Seven-year-old Tim gets jealous when his parents give all their attention to his little brother. Tim soon learns that the baby can talk and the two team up to foil the plans of the CEO of Puppy Co.,97,Alec Baldwin,Tom McGrath,Tobey Maguire,USA,PG,2017,6.3,https://www.youtube.com/watch?v=k397HRbTtWI,TheBossBaby2017.png,0
TheCave2019,The Cave,Adventure,Tom Waller,"Twelve boys and their football coach become trapped in a northern Thailand cave by flood waters, and an international team of rescue workers scramble to save them.",104,Jim Warny,Ekawat Niratvorapanya,Tan Xiaolong,Thailand,PG-13,2019,5.3,https://www.youtube.com/watch?v=TaZkwBWuN2A,TheCave2019.png,0
TheDeparted2006,The Departed,Crime,Martin Scorsese,"An undercover agent and a spy constantly try to counter-attack each other in order to save themselves from being exposed in front of the authorities. Meanwhile, both try to infiltrate an Irish gang.",95,Leonardo DiCaprio,Matt Damon,Jack Nicholson,USA,M-18,2006,8.5,https://www.youtube.com/watch?v=iQpb1LoeVUc,TheDeparted2006.png,0
TheFighter2010,The Fighter,Drama,David O. Russell,"Micky Ward, a struggling boxer, teams up with his older half-brother Dicky Eklund, a recovering cocaine addict, to get his career back on track.",116,Mark Wahlberg,Christian Bale,Amy Adams,USA,M-18,2010,7.8,https://www.youtube.com/watch?v=LRIZ4mCi5Ps,TheFighter2010.png,0
TheIsland2018,The Island,Comedy,Huang Bo,"News of a meteorite bound to strike Earth doesn't have much effect on Ma Jin's everyday life; he still gets up and goes to a job where he spends his time daydreaming of a romance with his colleague Shanshan, and of winning the lottery. But when this cataclysmic event occurs during a team-building trip, he finds himself shipwrecked on an island with an odd group of co-workers, and he has the winning lottery ticket in his pocket.",134,Huang Bo,Shu Qi,Lay Zhang,China,PG-13,2018,6.2,https://www.youtube.com/watch?v=lLtNiDDb5yk,TheIsland2018.png,0
TheKillerInsideMe2010,The Killer Inside Me,Thriller,Michael Winterbottom,"Darkly disturbing thriller set in Texas. When the son of local wealthy mogul Chester Conway is found dead with the beaten body of a local prostitute, suspicion falls onto Deputy Sheriff Lou Ford - who until now was thought of as a stoic pillar in the community. The Sheriff is revealed to be a cunning, sadistic sociopath.",109,Casey Affleck,Kate Hudson,Jessica Alba,USA,R-21,2010,6.1,https://www.youtube.com/watch?v=1I4rDHxzeCg,TheKillerInsideMe2010.png,0
TheLoneRanger2013,The Lone Ranger,Action,Gore Verbinski,"John, a lawyer, joins his brother to capture Cavendish, an outlaw. Cavendish attacks and leaves them for dead but John is rescued by Tonto, a rebel Comanche, and they team up to take down the rogue.",149,Johnny Depp,Armie Hammer,Tom Wilkinson,USA,PG-13,2013,6.4,https://www.youtube.com/watch?v=L9DDCKVrZfU,TheLoneRanger2013.png,0
TheMummy:TomboftheDragonEmperor2008,The Mummy: Tomb of the Dragon Emperor,Adventure,Rob Cohen,"After being asked to visit China with a precious relic, which can bring people back from the dead, Alex O'Connell discovers an ancient tomb and accidentally resurrects a mummy.",112,Brendan Fraser,Jet Li,Maria Bello,USA,PG-13,2008,5.2,https://www.youtube.com/watch?v=5-4qSE2Ch0Y,TheMummy-TomboftheDragonEmperor2008.png,0
TheNameofLove2010,The Name of Love,Comedy,Michel Leclerc,"In her attempts to convert her political opponents, provocative activist Bahia openly flirts and sleeps with those who don't agree with her until they change their mind. However, everything changes when she meets an uptight scientist.",100,Jacques Gamblin,Sara Forestier,Zinedine Soualem,France,NC-16,2010,7.1,https://www.youtube.com/watch?v=qXjH64Wu2gY,TheNameofLove2010.png,0
TheNutcrackerandtheFourRealms2018,The Nutcracker and the Four Realms,Fantasy,Joe Johnston,"On Christmas Eve, Clara realises that before dying, her mother left her with an inheritance to a magical world of fairies and toy soldiers that are alive. She holds the key to the fate of this world.",100,Mackenzie Foy,Keira Knightley,Misty Copeland,USA,PG,2018,5.6,https://www.youtube.com/watch?v=BXfxLIuNJvw,TheNutcrackerandtheFourRealms2018.png,0
ThePeanutsMovie2015,The Peanuts Movie,Comedy,Steve Martino,"Charlie falls for a red-haired girl, who moves into his neighbourhood, and tries to woo her. Meanwhile, his best friend Snoopy, with the help of his team, sets out to pursue his arch-rival, Red Baron.",93,Noah Schnapp,Hadley Belle Miller,Mariel Sheets,USA,PG,2015,7,https://www.youtube.com/watch?v=zQpUQPrAfQM,ThePeanutsMovie2015.png,1
ThePope'sExorcist2023,The Pope's Exorcist ,Horror,Julius Avery,"Father Gabriele Amorth, chief exorcist for the Vatican, battles Satan and innocent-possessing demons. A detailed portrait of a priest who performed more than 100,000 exorcisms in his lifetime.",103,Russell Crowe,Daniel Zovatto,Alex Essoe,USA,NC-16,2023,6.1,https://www.youtube.com/watch?v=YJXqvnT_rsk,ThePope'sExorcist2023.png,0
TheReef2010,The Reef,Horror,Andrew Traucki,"The Reef is a 2010 Australian survival horror film, written, directed and produced by Andrew Traucki in his second feature film. The film is about a group of friends who capsize while sailing to Indonesia and are stalked by a great white shark as they try to swim to a nearby island.",94,Damian Walshe-Howling,Zoe Naylor,Gyton Grantley,Australia,NC-16,2010,5.8,https://www.youtube.com/watch?v=0UD2gbjB3vw,TheReef2010.png,0
TheSuperMarioBros.Movie2023,The Super Mario Bros. Movie,Animation,Aaron Horvath,"With help from Princess Peach, Mario gets ready to square off against the all-powerful Bowser to stop his plans from conquering the world.",92,Chris Pratt,Anya Taylor Joy,Charlie Day,USA,PG,2023,7.4,https://www.youtube.com/watch?v=TnGl01FkMMo,TheSuperMarioBros.Movie2023.png,0
TheWatch2012,The Watch,Sci-Fi,Akiva Schaffer,"After his store's watchman is murdered, Evan along with his neighbours forms a neighbourhood watch. They soon realise that the murderer is not a human, but an alien.",102,Ben Stiller,Vince Vaughn,Jonah Hill,USA,PG-13,2012,5.7,https://www.youtube.com/watch?v=PhN1xnCyqR8,TheWatch2012.png,0
TigerOrange2014,Tiger Orange,Drama,Wade Gasque,Two estranged gay brothers struggle to reconnect in their small California hometown after their father's death.,76,Mark Strano,Johnny Hazzard,Gregory Marcel,USA,M-18,2014,6.5,https://www.youtube.com/watch?v=Ht5s3lcMpqo,TigerOrange2014.png,0
TomandJerry2021,Tom and Jerry,Comedy,Tim Story,"Kayla is responsible for organising a high-profile wedding in a fancy hotel. But when Jerry, a mischievous mouse, wreaks havoc in the hotel, she enlists his arch-rival's help to get rid of him.",101,Chloe Grace Moretz,Pallavi Sharda,William Hanna,USA,PG,2021,5.2,https://www.youtube.com/watch?v=kP9TfCWaQT4,TomandJerry2021.png,0
Unforgettable2017,Unforgettable,Drama,Denise Di Novi,"Julia falls in love with David, a handsome divorcee, and gets engaged to him. However, David's former wife, who still loves him, decides to ruin Julia's life.",100,Rosario Dawson,Katherine Heigl,Geoff Stults,USA,NC-16,2017,5.7,https://www.youtube.com/watch?v=iFXIBL617yc,Unforgettable2017.png,0
Unsullied2014,Unsullied,Horror,Simeon Rice,"Held captive in an isolated cabin, a track star (Murray Gray) escapes into the Florida wilderness and fights for survival against the two men (Rusty Joiner, James Gaudioso) who kidnapped her.",93,Rusty Joiner,Murray Gray,James Gaudioso,USA,R-21,2014,4,https://www.youtube.com/watch?v=d5MyZNVD4qk,Unsullied2014.png,0
WalkingwithDinosaurs2013,Walking with Dinosaurs,Family,Barry Cook,"While on a fossil hunt, a palaeontologist's nephew encounters an Alexornis bird from the Cretaceous period. The bird narrates the story of dinosaurs which existed at that time.",87,John Leguizamo,Justin Long,Tiya Sircar,United Kingdom,PG,2013,5.2,https://www.youtube.com/watch?v=P7lBKBxIwGM,WalkingwithDinosaurs2013.png,0
WeatheringwithYou2019,Weathering with You,Fantasy,Makoto Shinkai,"Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather.",114,Kotaro Daigo,Nana Mori,Shun Oguri,Japan,PG,2019,7.5,https://www.youtube.com/watch?v=Q6iK6DjV_iE,WeatheringwithYou2019.png,0
WeHaveaGhost2023,We Have a Ghost,Fantasy,Christopher Landon,"The discovery that their house is haunted by a ghost named Ernest makes Kevin's family a social media sensation. But when Kevin and Ernest get to the bottom of the mystery of Ernest's past, they become targets of the CIA.",127,David Harbour,Jahi Winston,Anthony Mackie,USA,PG-13,2023,6.1,https://www.youtube.com/watch?v=82I1ErFD63U,WeHaveaGhost2023.png,1
WelcomeHomeRoscoeJenkins2008,Welcome Home Roscoe Jenkins,Family,Malcolm D. Lee,A successful talk show host visits his Southern family for his parents' 50th anniversary. But he is not looking forward to revisiting his past where he was nothing more than an awkward little boy.,118,Martin Lawrence,Margaret Avery,Joy Bryant,USA,PG-13,2008,5.5,https://www.youtube.com/watch?v=wfTyPryL3BQ,WelcomeHomeRoscoeJenkins2008.png,0
WithoutMen2011,Without Men,Comedy,Gabriela Tagliavini,The women of a remote Latin American town are forced to pick up the pieces and remake their world when all the town's men are forcibly recruited by communist guerrillas.,87,Eva Longoria,Christian Slater,Kate del Castillo,USA,PG-13,2011,3.3,https://www.youtube.com/watch?v=nWoFjSPi6R0,WithoutMen2011.png,0
YourName.2016,Your Name.,Romance,Makoto Shinkai,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",112,Ryunosuke Kamiki,Mone Kamishiraishi,Ryo Narita,Japan,PG,2016,10,https://www.youtube.com/watch?v=xU47nhruN-Q,YourName.2016.png,0
